decile,variable,value,year
decile 5,cloth_std,1215299.1378141877,95
decile 6,cloth_std,1430031.93116697,95
decile 7,cloth_std,1578599.5326582727,95
decile 8,cloth_std,2008667.2486461187,95
decile 9,cloth_std,2609759.869394078,95
decile 10,cloth_std,4092649.7141261185,95
decile 1,Housing,1522386.7232538208,95
decile 2,Housing,2298833.211607931,95
decile 3,Housing,2799679.18219076,95
decile 4,Housing,3283359.982543906,95
decile 5,Housing,3744245.335159072,95
decile 6,Housing,4171004.0078270594,95
decile 7,Housing,4753712.976281237,95
decile 8,Housing,5327617.396341464,95
decile 9,Housing,6701334.071335928,95
decile 10,Housing,10448034.713420317,95
decile 1,housign_std,894241.2029032544,95
decile 2,housign_std,1243967.6706509762,95
decile 3,housign_std,1476865.077313364,95
decile 4,housign_std,1699674.1993230127,95
decile 5,housign_std,2021257.407854922,95
decile 6,housign_std,2236919.3248790815,95
decile 7,housign_std,2684662.3273945446,95
decile 8,housign_std,3429153.32665755,95
decile 9,housign_std,4877462.489924073,95
decile 10,housign_std,10989368.74603256,95
decile 1,Furniture,170595.30067133266,95
decile 2,Furniture,255614.92333627678,95
decile 3,Furniture,302000.50298062596,95
decile 4,Furniture,338394.49175093137,95
decile 5,Furniture,382598.6947908169,95
decile 6,Furniture,417569.74779475713,95
decile 7,Furniture,462108.64040660736,95
decile 8,Furniture,560307.1036585366,95
decile 9,Furniture,681272.1604595146,95
decile 10,Furniture,1497453.5880708294,95
decile 1,furniture_std,165523.32730268012,95
decile 2,furniture_std,229466.23440252093,95
decile 3,furniture_std,274178.15803842817,95
decile 4,furniture_std,339433.99795182183,95
decile 5,furniture_std,421077.52648767864,95
decile 6,furniture_std,516842.1924710804,95
decile 7,furniture_std,670737.0062490901,95
decile 8,furniture_std,848321.040987399,95
decile 9,furniture_std,1384459.3601785593,95
decile 10,furniture_std,8508277.654052356,95
decile 1,Health,170423.54306527638,95
decile 2,Health,319243.91105402587,95
decile 3,Health,428308.05700447096,95
decile 4,Health,524353.6263970197,95
decile 5,Health,652760.9987180982,95
decile 6,Health,843342.7630761585,95
decile 7,Health,1081721.9822109276,95
decile 8,Health,1337587.9725609757,95
decile 9,Health,1915585.0101908469,95
decile 10,Health,3680507.921714818,95
decile 1,health_std,351387.75235221937,95
decile 2,health_std,537505.1420256097,95
decile 3,health_std,697659.1549260117,95
decile 4,health_std,857386.8596165363,95
decile 5,health_std,1066415.7724797176,95
decile 6,health_std,1405484.7955534507,95
decile 7,health_std,1795630.6278373885,95
decile 8,health_std,2387717.4522270476,95
decile 9,health_std,3476816.6058479445,95
decile 10,health_std,7983114.755014741,95
decile 1,Transportation,284228.82445364946,95
decile 2,Transportation,481693.1042787188,95
decile 3,Transportation,612337.3695976154,95
decile 4,Transportation,722625.6519425226,95
decile 5,Transportation,851200.2097657615,95
decile 6,Transportation,998581.5008075538,95
decile 7,Transportation,1164475.0811802908,95
decile 8,Transportation,1316346.493902439,95
decile 9,Transportation,1560370.9468223087,95
decile 10,Transportation,2042164.259086673,95
decile 1,transportation_std,318402.60280578496,95
decile 2,transportation_std,456949.16790275363,95
decile 3,transportation_std,562797.6378245358,95
decile 4,transportation_std,650750.9402511845,95
decile 5,transportation_std,754051.0898474914,95
decile 6,transportation_std,910586.1076582341,95
decile 7,transportation_std,1077018.336171208,95
decile 8,transportation_std,1286929.191970962,95
decile 9,transportation_std,1659881.7980952673,95
decile 10,transportation_std,2661224.806337594,95
decile 1,ICT,155596.70047136123,95
decile 2,ICT,244382.98948382435,95
decile 3,ICT,302963.70994783903,95
decile 4,ICT,352514.58222458756,95
decile 5,ICT,400918.8089966204,95
decile 6,ICT,440091.7394707417,95
decile 7,ICT,499287.3217563179,95
decile 8,ICT,552341.4634146341,95
decile 9,ICT,639147.3225866222,95
decile 10,ICT,800566.1304753029,95
decile 1,ict_std,142448.57291859854,95
decile 2,ict_std,188223.59395220663,95
decile 3,ict_std,229358.92396653435,95
decile 4,ict_std,269401.1451792104,95
decile 5,ict_std,294694.58858896,95
decile 6,ict_std,318832.1577038111,95
decile 7,ict_std,381256.21516436135,95
decile 8,ict_std,403003.072523242,95
decile 9,ict_std,471510.47196149273,95
decile 10,ict_std,639080.8408756738,95
decile 1,Restaurant,22239.965719182976,95
decile 2,Restaurant,50900.61812635466,95
decile 3,Restaurant,75243.75931445604,95
decile 4,Restaurant,94071.04843001596,95
decile 5,Restaurant,108768.73324787321,95
decile 6,Restaurant,140018.325257796,95
decile 7,Restaurant,176207.96272765778,95
decile 8,Restaurant,229637.80487804877,95
decile 9,Restaurant,330101.2599592366,95
decile 10,Restaurant,1654120.9226467847,95
decile 1,restaurant_std,73295.70999630772,95
decile 2,restaurant_std,120398.3970063773,95
decile 3,restaurant_std,185599.27850817473,95
decile 4,restaurant_std,230169.46005322604,95
decile 5,restaurant_std,294309.53921326844,95
decile 6,restaurant_std,362810.2176677407,95
decile 7,restaurant_std,514172.2060002576,95
decile 8,restaurant_std,721034.7214853773,95
decile 9,restaurant_std,925568.2111111336,95
decile 10,restaurant_std,11128401.43568201,95
decile 1,Durables,508998.0630921773,95
decile 2,Durables,1154718.6663321827,95
decile 3,Durables,1731689.6881597738,95
decile 4,Durables,2394668.1719797766,95
decile 5,Durables,3075306.1072136112,95
decile 6,Durables,4004119.883173893,95
decile 7,Durables,5082962.226657725,95
decile 8,Durables,6954903.89789126,95
decile 9,Durables,9548235.24450312,95
decile 10,Durables,17460683.0346575,95
decile 1,durables_std,643381.8262494665,95
decile 2,durables_std,1187362.3527792678,95
decile 3,durables_std,1607238.2748302436,95
decile 4,durables_std,2010924.5865065819,95
decile 5,durables_std,2486315.2886409406,95
decile 6,durables_std,3117578.509089426,95
decile 7,durables_std,3775286.122650843,95
decile 8,durables_std,5295051.549386929,95
decile 9,durables_std,7296863.048023241,95
decile 10,durables_std,18630104.964859843,95
decile 1,Others,161861.66261962577,95
decile 2,Others,262861.2025367263,95
decile 3,Others,315710.1807004471,95
decile 4,Others,351550.50558807875,95
decile 5,Others,382388.3230392728,95
decile 6,Others,415286.85551000125,95
decile 7,Others,453034.8016377241,95
decile 8,Others,518253.4146341463,95
decile 9,Others,607047.6375764314,95
decile 10,Others,932127.4464119292,95
decile 1,others_std,177858.46648517088,95
decile 2,others_std,240997.83294636023,95
decile 3,others_std,275245.19550833077,95
decile 4,others_std,307190.9622362896,95
decile 5,others_std,338400.37251414487,95
decile 6,others_std,359185.3078238655,95
decile 7,others_std,419479.0304310718,95
decile 8,others_std,536081.3792837282,95
decile 9,others_std,724614.4421974107,95
decile 10,others_std,2161160.136631633,95
decile 1,Investments,30316.383373803743,95
decile 2,Investments,97485.41649942468,95
decile 3,Investments,153867.05166418283,95
decile 4,Investments,226454.8341316303,95
decile 5,Investments,295907.81960144505,95
decile 6,Investments,389928.5625543546,95
decile 7,Investments,478046.8492634948,95
decile 8,Investments,848151.4227642276,95
decile 9,Investments,1459717.8216293002,95
decile 10,Investments,9277378.45604225,95
decile 1,investments_std,225922.8952243141,95
decile 2,investments_std,487254.7564233093,95
decile 3,investments_std,654689.4496725581,95
decile 4,investments_std,876764.7326728347,95
decile 5,investments_std,1247122.219806584,95
decile 6,investments_std,1522983.481594852,95
decile 7,investments_std,1968097.5847461142,95
decile 8,investments_std,3050333.7788681625,95
decile 9,investments_std,4923369.335426966,95
decile 10,investments_std,31868181.409063257,95
decile 1,Entertainment,26482.073989430082,95
decile 2,Entertainment,51451.6336196516,95
decile 3,Entertainment,64150.98733233979,95
decile 4,Entertainment,75260.7237892496,95
decile 5,Entertainment,85018.17969933574,95
decile 6,Entertainment,95327.43197912784,95
decile 7,Entertainment,121162.98178737823,95
decile 8,Entertainment,135634.83231707316,95
decile 9,Entertainment,188341.67129886974,95
decile 10,Entertainment,398443.0335507922,95
decile 1,entertainment_std,83582.81176437628,95
decile 2,entertainment_std,132828.71774207987,95
decile 3,entertainment_std,153015.26639926323,95
decile 4,entertainment_std,178610.03309558405,95
decile 5,entertainment_std,200290.97689870067,95
decile 6,entertainment_std,210865.49061447874,95
decile 7,entertainment_std,301797.19527093176,95
decile 8,entertainment_std,290643.8809383081,95
decile 9,entertainment_std,438276.9123100101,95
decile 10,entertainment_std,1571808.6096484882,95
decile 1,Total,229.74360189514746,95
decile 2,Total,362.01329052192517,95
decile 3,Total,457.65721188799216,95
decile 4,Total,548.7827123787314,95
decile 5,Total,645.8117532231702,95
decile 6,Total,757.820050236064,95
decile 7,Total,899.3350924750398,95
decile 8,Total,1100.7283715303745,95
decile 9,Total,1453.9200413226893,95
decile 10,Total,2758.020857294251,95
decile 1,total,57.53031682718144,95
decile 2,total,29.14514125959508,95
decile 3,total,26.171025456187984,95
decile 4,total,26.704647935454407,95
decile 5,total,29.273794393307984,95
decile 6,total,36.60991207215214,95
decile 7,total,46.83634893572445,95
decile 8,total,73.42051092740904,95
decile 9,total,142.67913150433463,95
decile 10,total,1649.0215321355365,95
decile 1,Food,2837019.1409660815,96
decile 2,Food,4062778.3900881615,96
decile 3,Food,4683332.460794371,96
decile 4,Food,5154469.730604018,96
decile 5,Food,5615313.817730518,96
decile 6,Food,6185376.707931367,96
decile 7,Food,6685015.77029076,96
decile 8,Food,7618827.511492241,96
decile 9,Food,8506823.380194914,96
decile 10,Food,10652779.205764562,96
decile 1,food_std,1566966.26849398,96
decile 2,food_std,1902865.5165098202,96
decile 3,food_std,2077228.593665196,96
decile 4,food_std,2340110.5481489967,96
decile 5,food_std,2639355.836892194,96
decile 6,food_std,2794350.2644821857,96
decile 7,food_std,3165955.5456131566,96
decile 8,food_std,3799136.5013890755,96
decile 9,food_std,4889125.129779409,96
decile 10,food_std,8245156.074495494,96
decile 1,Drink,79553.9479731593,96
decile 2,Drink,129812.55310663309,96
decile 3,Drink,154962.84052958016,96
decile 4,Drink,159476.6878139043,96
decile 5,Drink,144329.44554154642,96
decile 6,Drink,138690.33434894163,96
decile 7,Drink,153465.29343560472,96
decile 8,Drink,130413.3505769996,96
decile 9,Drink,133153.74376039935,96
decile 10,Drink,132220.6052791262,96
decile 1,drink_std,267186.7919409708,96
decile 2,drink_std,368650.9484783836,96
decile 3,drink_std,440949.250082896,96
decile 4,drink_std,494964.2143411788,96
decile 5,drink_std,437331.00389843207,96
decile 6,drink_std,424825.9137577232,96
decile 7,drink_std,574623.8846225159,96
decile 8,drink_std,435584.30706880626,96
decile 9,drink_std,448101.7832438821,96
decile 10,drink_std,496632.73642454675,96
decile 1,Cloth,193777.00432025,96
decile 2,Cloth,400796.632031906,96
decile 3,Cloth,558080.3482824428,96
decile 4,Cloth,722313.6201427438,96
decile 5,Cloth,882292.588485493,96
decile 6,Cloth,1077204.1589159719,96
decile 7,Cloth,1359358.669282911,96
decile 8,Cloth,1588008.9235972941,96
decile 9,Cloth,2119987.1262182076,96
decile 10,Cloth,3128576.9447815535,96
decile 1,cloth_std,449784.597163865,96
decile 2,cloth_std,730764.8017306336,96
decile 3,cloth_std,968917.7112907919,96
decile 4,cloth_std,1165707.1391563579,96
decile 5,cloth_std,1328511.0728630163,96
decile 6,cloth_std,1660608.6045662654,96
decile 7,cloth_std,1963064.904555961,96
decile 8,cloth_std,2210604.600847923,96
decile 9,cloth_std,3019332.927461133,96
decile 10,cloth_std,4994320.085071797,96
decile 1,Housing,1686676.8128467689,96
decile 2,Housing,2520872.0611513434,96
decile 3,Housing,3104413.391713979,96
decile 4,Housing,3594842.603484007,96
decile 5,Housing,4153970.121131703,96
decile 6,Housing,4678608.973024375,96
decile 7,Housing,5217854.974236532,96
decile 8,Housing,5937798.419729407,96
decile 9,Housing,7362758.831511766,96
decile 10,Housing,11547370.99712682,96
decile 1,housign_std,973045.9159364436,96
decile 2,housign_std,1372004.5040531396,96
decile 3,housign_std,1677857.1198761223,96
decile 4,housign_std,1869284.3275171414,96
decile 5,housign_std,2302678.5175421033,96
decile 6,housign_std,2665666.732536519,96
decile 7,housign_std,3092332.8972083908,96
decile 8,housign_std,3764296.9405513094,96
decile 9,housign_std,5765618.805928213,96
decile 10,housign_std,12704158.440057011,96
decile 1,Furniture,181149.00404448938,96
decile 2,Furniture,275006.9447942905,96
decile 3,Furniture,334714.84971374046,96
decile 4,Furniture,377300.6938937351,96
decile 5,Furniture,403512.13884247304,96
decile 6,Furniture,472053.3723540731,96
decile 7,Furniture,529500.3704958973,96
decile 8,Furniture,619044.1603660963,96
decile 9,Furniture,760053.9874019491,96
decile 10,Furniture,1748031.9265776698,96
decile 1,furniture_std,167767.5019721768,96
decile 2,furniture_std,249961.84242818304,96
decile 3,furniture_std,301448.875249212,96
decile 4,furniture_std,396177.9583312313,96
decile 5,furniture_std,397247.08090576896,96
decile 6,furniture_std,599744.2854848271,96
decile 7,furniture_std,725921.3007072816,96
decile 8,furniture_std,887726.5101865676,96
decile 9,furniture_std,1329946.142081993,96
decile 10,furniture_std,9026907.104057813,96
decile 1,Health,211525.64482029597,96
decile 2,Health,392712.5734676742,96
decile 3,Health,549752.7325858779,96
decile 4,Health,660265.7388316151,96
decile 5,Health,871618.4905058484,96
decile 6,Health,1020306.1449647209,96
decile 7,Health,1245990.2185158757,96
decile 8,Health,1720577.1217668126,96
decile 9,Health,2502071.609222724,96
decile 10,Health,4030506.1013349514,96
decile 1,health_std,385563.87669391255,96
decile 2,health_std,649482.8957789618,96
decile 3,health_std,875407.9259276037,96
decile 4,health_std,995180.6296225961,96
decile 5,health_std,1424379.5686368253,96
decile 6,health_std,1604672.9054883576,96
decile 7,health_std,2143237.1961916215,96
decile 8,health_std,2776844.113553062,96
decile 9,health_std,4156130.732789229,96
decile 10,health_std,9296432.88193386,96
decile 1,Transportation,305507.8490670098,96
decile 2,Transportation,526170.5950881612,96
decile 3,Transportation,682282.8876431298,96
decile 4,Transportation,825508.7602431932,96
decile 5,Transportation,957973.8675375968,96
decile 6,Transportation,1082581.770365619,96
decile 7,Transportation,1281914.97681056,96
decile 8,Transportation,1472080.1442499005,96
decile 9,Transportation,1706730.6893273117,96
decile 10,Transportation,2112327.8671116503,96
decile 1,transportation_std,327546.4931730294,96
decile 2,transportation_std,488258.09167206933,96
decile 3,transportation_std,613714.3595914891,96
decile 4,transportation_std,747548.824565466,96
decile 5,transportation_std,859633.1417989926,96
decile 6,transportation_std,956978.3667707847,96
decile 7,transportation_std,1215095.5889782307,96
decile 8,transportation_std,1339768.1977077133,96
decile 9,transportation_std,1584134.900368803,96
decile 10,transportation_std,2329019.5217741947,96
decile 1,ICT,161689.94576707418,96
decile 2,ICT,268040.53631402185,96
decile 3,ICT,340642.5011927481,96
decile 4,ICT,395954.520222046,96
decile 5,ICT,444009.4242746468,96
decile 6,ICT,506690.7184092367,96
decile 7,ICT,556095.9793078845,96
decile 8,ICT,644975.7898925587,96
decile 9,ICT,725145.3458521512,96
decile 10,ICT,914742.7245145631,96
decile 1,ict_std,147918.15603247436,96
decile 2,ict_std,213661.6439096979,96
decile 3,ict_std,253289.16135220943,96
decile 4,ict_std,289802.5568512855,96
decile 5,ict_std,328541.9417719748,96
decile 6,ict_std,354504.0144692762,96
decile 7,ict_std,424393.27012944507,96
decile 8,ict_std,464056.4019301119,96
decile 9,ict_std,549839.298488917,96
decile 10,ict_std,835218.3502021834,96
decile 1,Restaurant,26478.165272543432,96
decile 2,Restaurant,60883.50650713686,96
decile 3,Restaurant,86809.72686068702,96
decile 4,Restaurant,109977.62490087232,96
decile 5,Restaurant,141742.75102536837,96
decile 6,Restaurant,156132.02212957025,96
decile 7,Restaurant,197850.48876204068,96
decile 8,Restaurant,311764.04695582966,96
decile 9,Restaurant,392871.8088899453,96
decile 10,Restaurant,2487490.5188106797,96
decile 1,restaurant_std,92047.33725128772,96
decile 2,restaurant_std,170921.2419486076,96
decile 3,restaurant_std,255510.91206765771,96
decile 4,restaurant_std,279532.3032406202,96
decile 5,restaurant_std,379342.1164982326,96
decile 6,restaurant_std,394820.5569070685,96
decile 7,restaurant_std,446166.4195419656,96
decile 8,restaurant_std,823253.4866197053,96
decile 9,restaurant_std,863763.2899776767,96
decile 10,restaurant_std,16349826.71543048,96
decile 1,Durables,613760.0392167632,96
decile 2,Durables,1354097.8826359152,96
decile 3,Durables,2085873.211166309,96
decile 4,Durables,2791649.1913492377,96
decile 5,Durables,3729951.8041379307,96
decile 6,Durables,4785636.558884434,96
decile 7,Durables,6303841.374205762,96
decile 8,Durables,8347164.024592784,96
decile 9,Durables,12487250.817918152,96
decile 10,Durables,21690827.613755815,96
decile 1,durables_std,776134.2011178348,96
decile 2,durables_std,1378536.9690041302,96
decile 3,durables_std,1836958.3272673176,96
decile 4,durables_std,2384484.575234551,96
decile 5,durables_std,3013667.3340176856,96
decile 6,durables_std,3673579.6860750364,96
decile 7,durables_std,4792792.2933669435,96
decile 8,durables_std,6215749.655696375,96
decile 9,durables_std,9531591.525652671,96
decile 10,durables_std,21733117.345273267,96
decile 1,Others,182340.69583601435,96
decile 2,Others,290213.3569479429,96
decile 3,Others,347501.08301526716,96
decile 4,Others,392313.8534232091,96
decile 5,Others,444559.4189579219,96
decile 6,Others,480756.4005772931,96
decile 7,Others,527202.5686764182,96
decile 8,Others,590726.1569836849,96
decile 9,Others,757573.3206560494,96
decile 10,Others,1297647.8777305826,96
decile 1,others_std,190269.2810139778,96
decile 2,others_std,262989.78324689483,96
decile 3,others_std,295721.1198233679,96
decile 4,others_std,333585.8301744685,96
decile 5,others_std,402165.84143039235,96
decile 6,others_std,426856.96742556937,96
decile 7,others_std,528323.641629501,96
decile 8,others_std,566022.3337554443,96
decile 9,others_std,1083075.200898712,96
decile 10,others_std,3850408.3051017867,96
decile 1,Investments,50577.51937984496,96
decile 2,Investments,133593.094038623,96
decile 3,Investments,201943.18543257,96
decile 4,Investments,276007.0270508415,96
decile 5,Investments,363462.58038381685,96
decile 6,Investments,530292.2546504169,96
decile 7,Investments,682247.7405161136,96
decile 8,Investments,1085049.5755405226,96
decile 9,Investments,1905896.9178353536,96
decile 10,Investments,13375573.624595469,96
decile 1,investments_std,300685.15327192773,96
decile 2,investments_std,557692.9207818878,96
decile 3,investments_std,773835.7102728226,96
decile 4,investments_std,1067383.682983895,96
decile 5,investments_std,1380932.1243454989,96
decile 6,investments_std,1997096.7134015276,96
decile 7,investments_std,2619093.5219290103,96
decile 8,investments_std,3628244.4722505007,96
decile 9,investments_std,6158240.256713261,96
decile 10,investments_std,42990549.29233896,96
decile 1,Entertainment,34422.56319514661,96
decile 2,Entertainment,54315.905751469356,96
decile 3,Entertainment,72798.81083015267,96
decile 4,Entertainment,87700.37800687285,96
decile 5,Entertainment,103008.32902931795,96
decile 6,Entertainment,130476.20750481078,96
decile 7,Entertainment,140261.4555833036,96
decile 8,Entertainment,178767.90688420215,96
decile 9,Entertainment,276565.7642025196,96
decile 10,Entertainment,727151.5746359223,96
decile 1,entertainment_std,99210.93729613768,96
decile 2,entertainment_std,150949.4565267285,96
decile 3,entertainment_std,180376.60013213722,96
decile 4,entertainment_std,210095.17372236357,96
decile 5,entertainment_std,237525.44130843418,96
decile 6,entertainment_std,306131.33124276844,96
decile 7,entertainment_std,320997.1176629006,96
decile 8,entertainment_std,425499.92741532146,96
decile 9,entertainment_std,632259.8603292978,96
decile 10,entertainment_std,3421787.1533401133,96
decile 1,Total,256.24101395756526,96
decile 2,Total,407.8424270693305,96
decile 3,Total,518.2631022992015,96
decile 4,Total,625.9622611734015,96
decile 5,Total,743.0280536807584,96
decile 6,Total,876.9892179411027,96
decile 7,Total,1048.20840196252,96
decile 8,Total,1292.612726536297,96
decile 9,Total,1714.9778218485415,96
decile 10,Total,3424.3663380217413,96
decile 1,total,63.76217417475454,96
decile 2,total,33.863011769218566,96
decile 3,total,30.576701573146178,96
decile 4,total,32.3404300665572,96
decile 5,total,35.804881033810524,96
decile 6,total,42.69432127870626,96
decile 7,total,58.4611823467353,96
decile 8,total,87.63332820652057,96
decile 9,total,172.57701204075673,96
decile 10,total,2246.9541180708484,96
decile 1,Food,3336024.9664597516,97
decile 2,Food,4721293.082762557,97
decile 3,Food,5516348.72716866,97
decile 4,Food,6160014.663315872,97
decile 5,Food,6849960.157564906,97
decile 6,Food,7551093.266560256,97
decile 7,Food,8416858.068142511,97
decile 8,Food,9265574.583166333,97
decile 9,Food,10638647.444522802,97
decile 10,Food,13055154.85587714,97
decile 1,food_std,1867144.5206837505,97
decile 2,food_std,2251758.4236741397,97
decile 3,food_std,2490325.9478285196,97
decile 4,food_std,2928311.7178979744,97
decile 5,food_std,3287236.6694234754,97
decile 6,food_std,3668108.8527670633,97
decile 7,food_std,4233862.038315682,97
decile 8,food_std,5105430.657889412,97
decile 9,food_std,6264526.785830649,97
decile 10,food_std,10910614.477551673,97
decile 1,Drink,106566.15939126952,97
decile 2,Drink,192306.44406392693,97
decile 3,Drink,223741.9231747647,97
decile 4,Drink,226510.08070225117,97
decile 5,Drink,247601.49209191286,97
decile 6,Drink,256390.5826017558,97
decile 7,Drink,238851.95434105844,97
decile 8,Drink,249136.97394789578,97
decile 9,Drink,224445.8157028679,97
decile 10,Drink,245142.0555227407,97
decile 1,drink_std,351660.48858407175,97
decile 2,drink_std,564653.8945011019,97
decile 3,drink_std,603046.3371333499,97
decile 4,drink_std,663739.0061002538,97
decile 5,drink_std,748174.7828000023,97
decile 6,drink_std,830250.1212574914,97
decile 7,drink_std,688941.3682125759,97
decile 8,drink_std,724133.3961443608,97
decile 9,drink_std,745937.4399359938,97
decile 10,drink_std,925772.4019584176,97
decile 1,Cloth,174136.46375650782,97
decile 2,Cloth,386868.03652968036,97
decile 3,Cloth,557828.5423556347,97
decile 4,Cloth,724425.0318561518,97
decile 5,Cloth,944981.1996418979,97
decile 6,Cloth,1200521.4684756584,97
decile 7,Cloth,1532650.4669664477,97
decile 8,Cloth,1827285.9719438879,97
decile 9,Cloth,2322438.1758345086,97
decile 10,Cloth,3439921.7365623154,97
decile 1,cloth_std,490359.4885963391,97
decile 2,cloth_std,843209.8769671377,97
decile 3,cloth_std,1068236.3908584286,97
decile 4,cloth_std,1344112.912756722,97
decile 5,cloth_std,1604517.9317815744,97
decile 6,cloth_std,1927384.1193805265,97
decile 7,cloth_std,2399798.723472456,97
decile 8,cloth_std,2842609.430612765,97
decile 9,cloth_std,3687414.190459351,97
decile 10,cloth_std,6047935.0376206245,97
decile 1,Housing,1952822.8023628355,97
decile 2,Housing,2963577.3384703198,97
decile 3,Housing,3616416.495929789,97
decile 4,Housing,4103863.3695313605,97
decile 5,Housing,4700560.382721576,97
decile 6,Housing,5320409.950039905,97
decile 7,Housing,6078258.809408509,97
decile 8,Housing,7253595.7160320645,97
decile 9,Housing,9184758.543958627,97
decile 10,Housing,13837843.459243946,97
decile 1,housign_std,1155241.2308920347,97
decile 2,housign_std,1569842.7402794806,97
decile 3,housign_std,1920171.9385681478,97
decile 4,housign_std,2112730.9982407154,97
decile 5,housign_std,2527434.511134066,97
decile 6,housign_std,3012855.056842442,97
decile 7,housign_std,3667320.338764204,97
decile 8,housign_std,5134915.36549862,97
decile 9,housign_std,7412311.2417486245,97
decile 10,housign_std,15903530.598179359,97
decile 1,Furniture,225082.84941930315,97
decile 2,Furniture,334100.799086758,97
decile 3,Furniture,404858.6746374968,97
decile 4,Furniture,455393.14738779556,97
decile 5,Furniture,503191.4055505819,97
decile 6,Furniture,585096.6001596169,97
decile 7,Furniture,642953.995157385,97
decile 8,Furniture,834110.9418837675,97
decile 9,Furniture,998680.7005171604,97
decile 10,Furniture,2209311.134081512,97
decile 1,furniture_std,194729.8316610758,97
decile 2,furniture_std,294763.3362885506,97
decile 3,furniture_std,359023.9884709575,97
decile 4,furniture_std,463033.9915008778,97
decile 5,furniture_std,562249.7096710808,97
decile 6,furniture_std,829208.4726823508,97
decile 7,furniture_std,765635.160800398,97
decile 8,furniture_std,1538465.261227735,97
decile 9,furniture_std,2258425.6492233053,97
decile 10,furniture_std,8886577.881976187,97
decile 1,Health,245949.54445334402,97
decile 2,Health,465020.5134703196,97
decile 3,Health,635553.8307046553,97
decile 4,Health,811870.9610647034,97
decile 5,Health,1008511.6102655923,97
decile 6,Health,1236449.9374301676,97
decile 7,Health,1566286.0017295054,97
decile 8,Health,2141828.057314629,97
decile 9,Health,2982067.3093559,97
decile 10,Health,5569852.2344949795,97
decile 1,health_std,482835.6561757638,97
decile 2,health_std,797135.9993847111,97
decile 3,health_std,1075645.8451209292,97
decile 4,health_std,1307247.602889921,97
decile 5,health_std,1636416.964489606,97
decile 6,health_std,2025236.4694470074,97
decile 7,health_std,2624710.419989939,97
decile 8,health_std,3581293.7840441056,97
decile 9,health_std,5173065.617138383,97
decile 10,health_std,16815038.950007785,97
decile 1,Transportation,351952.543051662,97
decile 2,Transportation,621947.9908675799,97
decile 3,Transportation,779080.0050877639,97
decile 4,Transportation,956131.6720940111,97
decile 5,Transportation,1098278.7600716203,97
decile 6,Transportation,1279500.239425379,97
decile 7,Transportation,1447025.942580422,97
decile 8,Transportation,1685788.5571142284,97
decile 9,Transportation,1978001.7630465445,97
decile 10,Transportation,2761346.426461902,97
decile 1,transportation_std,398992.8270149134,97
decile 2,transportation_std,594565.510393625,97
decile 3,transportation_std,692153.0608513902,97
decile 4,transportation_std,843518.9814677697,97
decile 5,transportation_std,997762.8439526922,97
decile 6,transportation_std,1213118.0705541344,97
decile 7,transportation_std,1311701.8835047332,97
decile 8,transportation_std,1570971.0799369002,97
decile 9,transportation_std,2036454.9958134033,97
decile 10,transportation_std,5264230.330851835,97
decile 1,ICT,184262.47296756107,97
decile 2,ICT,302647.4315068493,97
decile 3,ICT,379858.36937166116,97
decile 4,ICT,436235.63783095,97
decile 5,ICT,492912.45896747237,97
decile 6,ICT,569272.5778132482,97
decile 7,ICT,617875.4583189208,97
decile 8,ICT,697071.9238476953,97
decile 9,ICT,820414.3159379407,97
decile 10,ICT,995880.8328411104,97
decile 1,ict_std,173777.7970802873,97
decile 2,ict_std,231946.38154465263,97
decile 3,ict_std,294899.5386379158,97
decile 4,ict_std,323334.42873995897,97
decile 5,ict_std,370648.0795448292,97
decile 6,ict_std,425020.8072453094,97
decile 7,ict_std,462828.9983501577,97
decile 8,ict_std,513009.45197774563,97
decile 9,ict_std,660050.4231780983,97
decile 10,ict_std,841872.7004549792,97
decile 1,Restaurant,33565.37845414497,97
decile 2,Restaurant,72564.15525114155,97
decile 3,Restaurant,99109.6413126431,97
decile 4,Restaurant,142526.90075038935,97
decile 5,Restaurant,171474.55983288572,97
decile 6,Restaurant,209764.08619313646,97
decile 7,Restaurant,270424.59356624004,97
decile 8,Restaurant,359702.20440881763,97
decile 9,Restaurant,544321.1095439587,97
decile 10,Restaurant,2357971.057294743,97
decile 1,restaurant_std,120359.04960515138,97
decile 2,restaurant_std,191094.60562321765,97
decile 3,restaurant_std,291933.9498082635,97
decile 4,restaurant_std,342371.2655279331,97
decile 5,restaurant_std,432872.7216539907,97
decile 6,restaurant_std,477331.9984421869,97
decile 7,restaurant_std,684985.2984762975,97
decile 8,restaurant_std,980160.3580105989,97
decile 9,restaurant_std,1468924.6809033556,97
decile 10,restaurant_std,15622004.03660471,97
decile 1,Durables,699403.4297990922,97
decile 2,Durables,1547979.0173325723,97
decile 3,Durables,2488099.7580980244,97
decile 4,Durables,3382760.3626763886,97
decile 5,Durables,4495018.780289466,97
decile 6,Durables,5669574.1517557865,97
decile 7,Durables,7290544.0853943275,97
decile 8,Durables,10029568.125818303,97
decile 9,Durables,14244728.406676069,97
decile 10,Durables,24964134.548139397,97
decile 1,durables_std,896093.8955173239,97
decile 2,durables_std,1560991.6170089128,97
decile 3,durables_std,2297729.8033036627,97
decile 4,durables_std,2785097.713956631,97
decile 5,durables_std,3605867.7972655,97
decile 6,durables_std,4367824.759186888,97
decile 7,durables_std,5666311.493562973,97
